Date,Stock Price,Gold Price,GBI
2023-01-03,85.81999969482422,171.05999755859375,1.0
2023-01-04,85.13999938964844,172.6699981689453,0.9828261680070889
2023-01-05,83.12000274658203,170.52000427246094,0.9716059526317415
2023-01-06,86.08000183105469,173.7100067138672,0.9877280410651492
2023-01-09,87.36000061035156,174.10000610351562,1.0001699334616379
2023-01-10,89.87000274658203,174.74000549316406,1.025138071887319
2023-01-11,95.08999633789062,174.6199951171875,1.0854274781660072
2023-01-12,95.2699966430664,176.63999938964844,1.0750460014626313
2023-01-13,98.12000274658203,178.75999450683594,1.0940751953041956
2023-01-17,96.05000305175781,177.58999633789062,1.0780498352895105
2023-01-18,95.45999908447266,177.0800018310547,1.074513462017168
2023-01-19,93.68000030517578,179.88999938964844,1.038005885575047
2023-01-20,97.25,179.2899932861328,1.0811688184157469
2023-01-23,97.5199966430664,179.6300048828125,1.0821183180133154
2023-01-24,96.31999969482422,180.27999877929688,1.0649491688190138
2023-01-25,97.18000030517578,181.11000061035156,1.0695335610133376
2023-01-26,99.22000122070312,179.47000122070312,1.101963767359453
2023-01-27,102.23999786376953,179.22000122070312,1.1370886082392324
2023-01-30,100.55000305175781,178.75999450683594,1.1211706191123352
2023-01-31,103.12999725341797,179.41000366210938,1.1457722613578545
2023-02-01,105.1500015258789,181.6699981689453,1.1536817546215659
2023-02-02,112.91000366210938,177.89999389648438,1.2650754885425908
2023-02-03,103.38999938964844,173.4600067138672,1.1880620587799686
2023-02-06,102.18000030517578,173.82000732421875,1.1717260588090126
2023-02-07,102.11000061035156,173.97999572753906,1.1698465962482245
2023-02-08,100.05000305175781,174.41000366210938,1.1434196932675564
2023-02-09,98.23999786376953,173.02999877929688,1.1316884733811694
2023-02-10,97.61000061035156,173.36000061035156,1.1222907113493954
2023-02-13,99.54000091552734,172.47999572753906,1.15032050270583
2023-02-14,99.69999694824219,172.61000061035156,1.1513016942535494
2023-02-15,101.16000366210938,170.88999938964844,1.179918854557388
2023-02-16,98.1500015258789,170.75,1.1457491696568354
2023-02-17,97.19999694824219,171.25999450683594,1.13128044052313
2023-02-21,94.58000183105469,170.6199951171875,1.104916211707974
2023-02-22,95.79000091552734,169.66000366210938,1.12538379755712
2023-02-23,95.81999969482422,169.57000732421875,1.1263337016073969
2023-02-24,93.5,168.35000610351562,1.107027545357843
2023-02-27,93.76000213623047,169.00999450683594,1.1057709436024037
2023-02-28,94.2300033569336,169.77999877929688,1.1062738158903056
2023-03-01,92.16999816894531,170.75999450683594,1.075878922974684
2023-03-02,92.12999725341797,170.66000366210938,1.0760420927331336
2023-03-03,94.9000015258789,172.49000549316406,1.096635337360708
2023-03-06,93.75,171.6199951171875,1.0888381875431634
2023-03-07,93.55000305175781,168.6199951171875,1.1058460893289357
2023-03-08,93.91999816894531,168.5399932861328,1.1107467622954137
2023-03-09,92.25,170.1999969482422,1.0803557300568505
2023-03-10,90.7300033569336,173.8699951171875,1.0401266832967007
2023-03-13,92.43000030517578,177.86000061035156,1.0358446274106399
2023-03-14,94.87999725341797,176.8300018310547,1.0694947693154493
2023-03-15,96.19999694824219,178.2100067138672,1.0759768428172825
2023-03-16,100.04000091552734,178.57000732421875,1.1166707063722123
2023-03-17,98.94999694824219,183.77000427246094,1.0732505323336041
2023-03-20,97.70999908447266,183.83999633789062,1.059397538117016
2023-03-21,100.61000061035156,180.3699951171875,1.1118259620508226
2023-03-22,98.69999694824219,183.44000244140625,1.0724647943863552
2023-03-23,98.70999908447266,185.74000549316406,1.0592918884256872
2023-03-24,98.12999725341797,183.64999389648438,1.065052022164303
2023-03-27,98.04000091552734,181.9499969482422,1.0740171266763905
2023-03-28,97.23999786376953,183.44000244140625,1.056600582974532
2023-03-29,100.25,182.52999877929688,1.0947377224184038
2023-03-30,102.0,184.17999267578125,1.1038693457723274
2023-03-31,103.29000091552734,183.22000122070312,1.1236869893979726
2023-04-03,102.41000366210938,184.5399932861328,1.1061444230015949
2023-04-04,103.94999694824219,187.97999572753906,1.1022314493980832
2023-04-05,101.0999984741211,187.8300018310547,1.072867622482661
2023-04-06,102.05999755859375,186.49000549316406,1.0908372119670826
2023-04-10,102.16999816894531,185.11000061035156,1.1001539342995184
2023-04-11,99.91999816894531,186.27999877929688,1.0691684724527177
2023-04-12,97.83000183105469,187.19000244140625,1.0417160716748863
2023-04-13,102.4000015258789,189.72000122070312,1.0758377946786475
2023-04-14,102.51000213623047,186.36000061035156,1.096411273064449
2023-04-17,102.73999786376953,185.52999877929688,1.1037872253959127
2023-04-18,102.30000305175781,186.25,1.0948114179674204
2023-04-19,104.30000305175781,185.36000061035156,1.1215748230814335
2023-04-20,103.80999755859375,186.08999633789062,1.1119265656755921
2023-04-21,106.95999908447266,184.25,1.1571078684659593
2023-04-24,106.20999908447266,184.80999755859375,1.1455126688278678
2023-04-25,102.56999969482422,185.75,1.100655693943523
2023-04-26,104.9800033569336,184.74000549316406,1.1326756988057498
2023-04-27,109.81999969482422,184.75,1.1848324605822051
2023-04-28,105.44999694824219,184.8000030517578,1.137377284353268
2023-05-01,102.05000305175781,183.97000122070312,1.105671113958383
2023-05-02,103.62999725341797,187.52000427246094,1.1015338189180897
2023-05-03,103.6500015258789,189.11000061035156,1.0924832061338563
2023-05-04,104.0,190.44000244140625,1.08851674362714
2023-05-05,105.66000366210938,187.4600067138672,1.1234712056168215
2023-05-08,105.83000183105469,187.69000244140625,1.1238998584589883
2023-05-09,106.62000274658203,189.02000427246094,1.124322426730683
2023-05-10,110.19000244140625,188.75,1.1636307389491185
