Date,Stock Price,Gold Price,GBI
2023-01-03,125.06999969482422,171.05999755859375,1.0
2023-01-04,126.36000061035156,172.6699981689453,1.0008939120051965
2023-01-05,125.0199966430664,170.52000427246094,1.0027656779098515
2023-01-06,129.6199951171875,173.7100067138672,1.0205692443533494
2023-01-09,130.14999389648438,174.10000610351562,1.0224467020814385
2023-01-10,130.72999572753906,174.74000549316406,1.0232416625472323
2023-01-11,133.49000549316406,174.6199951171875,1.0455627248462929
2023-01-12,133.41000366210938,176.63999938964844,1.032986520088225
2023-01-13,134.75999450683594,178.75999450683594,1.031064809835642
2023-01-17,135.94000244140625,177.58999633789062,1.0469455319787349
2023-01-18,135.2100067138672,177.0800018310547,1.0443224861909723
2023-01-19,135.27000427246094,179.88999938964844,1.028465661789565
2023-01-20,137.8699951171875,179.2899932861328,1.0517415270080839
2023-01-23,141.11000061035156,179.6300048828125,1.0744203482160612
2023-01-24,142.52999877929688,180.27999877929688,1.0813195317430586
2023-01-25,141.86000061035156,181.11000061035156,1.0713042752488597
2023-01-26,143.9600067138672,179.47000122070312,1.0970977014937549
2023-01-27,145.92999267578125,179.22000122070312,1.113661990697036
2023-01-30,143.0,178.75999450683594,1.094110075813468
2023-01-31,144.2899932861328,179.41000366210938,1.0999802077580034
2023-02-01,145.42999267578125,181.6699981689453,1.094878891974407
2023-02-02,150.82000732421875,177.89999389648438,1.1595202485487652
2023-02-03,154.5,173.4600067138672,1.2182163882080332
2023-02-06,151.72999572753906,173.82000732421875,1.1938973670034876
2023-02-07,154.64999389648438,173.97999572753906,1.2157545512903665
2023-02-08,151.9199981689453,174.41000366210938,1.1913486252242156
2023-02-09,150.8699951171875,173.02999877929688,1.19255051495633
2023-02-10,151.00999450683594,173.36000061035156,1.1913849362837106
2023-02-13,153.85000610351562,172.47999572753906,1.2199838955017992
2023-02-14,153.1999969482422,172.61000061035156,1.2139145453887379
2023-02-15,155.3300018310547,170.88999938964844,1.2431799918878121
2023-02-16,153.7100067138672,170.75,1.2312230626626806
2023-02-17,152.5500030517578,171.25999450683594,1.2182926037548414
2023-02-21,148.47999572753906,170.6199951171875,1.1902366907797148
2023-02-22,148.91000366210938,169.66000366210938,1.2004379457309413
2023-02-23,149.39999389648438,169.57000732421875,1.2050272098703059
2023-02-24,146.7100067138672,168.35000610351562,1.1919057453359827
2023-02-27,147.9199981689453,169.00999450683594,1.197043183291111
2023-02-28,147.41000366210938,169.77999877929688,1.1875058111823564
2023-03-01,145.30999755859375,170.75999450683594,1.163870541603178
2023-03-02,145.91000366210938,170.66000366210938,1.1693610675889028
2023-03-03,151.02999877929688,172.49000549316406,1.19755259335462
2023-03-06,153.8300018310547,171.6199951171875,1.225937903187613
2023-03-07,151.60000610351562,168.6199951171875,1.2296611697555124
2023-03-08,152.8699951171875,168.5399932861328,1.2405509113795057
2023-03-09,150.58999633789062,170.1999969482422,1.210129609705276
2023-03-10,148.5,173.8699951171875,1.168145995270914
2023-03-13,150.47000122070312,177.86000061035156,1.1570894870302688
2023-03-14,152.58999633789062,176.8300018310547,1.180226668809705
2023-03-15,152.99000549316406,178.2100067138672,1.174157310313184
2023-03-16,155.85000610351562,178.57000732421875,1.1936956737906297
2023-03-17,155.0,183.77000427246094,1.1535923980018288
2023-03-20,157.39999389648438,183.83999633789062,1.171008429087295
2023-03-21,159.27999877929688,180.3699951171875,1.207792317630174
2023-03-22,157.8300018310547,183.44000244140625,1.1767679368828663
2023-03-23,158.92999267578125,185.74000549316406,1.1702960037399737
2023-03-24,160.25,183.64999389648438,1.193445064140096
2023-03-27,158.27999877929688,181.9499969482422,1.1897872162711811
2023-03-28,157.64999389648438,183.44000244140625,1.1754258120439298
2023-03-29,160.77000427246094,182.52999877929688,1.2046644243269886
2023-03-30,162.36000061035156,184.17999267578125,1.2056795802229459
2023-03-31,164.89999389648438,183.22000122070312,1.2309575335220193
2023-04-03,166.1699981689453,184.5399932861328,1.2315652528871914
2023-04-04,165.6300048828125,187.97999572753906,1.2050989053947336
2023-04-05,163.75999450683594,187.8300018310547,1.192444473263115
2023-04-06,164.66000366210938,186.49000549316406,1.2076132561647237
2023-04-10,162.02999877929688,185.11000061035156,1.1971838764985212
2023-04-11,160.8000030517578,186.27999877929688,1.1806336004692715
2023-04-12,160.10000610351562,187.19000244140625,1.1697795134755347
2023-04-13,165.55999755859375,189.72000122070312,1.193541722688655
2023-04-14,165.2100067138672,186.36000061035156,1.212492213698354
2023-04-17,165.22999572753906,185.52999877929688,1.2180638733729818
2023-04-18,166.47000122070312,186.25,1.2224610034488508
2023-04-19,167.6300048828125,185.36000061035156,1.2368899140067464
2023-04-20,166.64999389648438,186.08999633789062,1.2248349986130314
2023-04-21,165.02000427246094,184.25,1.2249670592867248
2023-04-24,165.3300018310547,184.80999755859375,1.2235494382416188
2023-04-25,163.77000427246094,185.75,1.205870999158352
2023-04-26,163.75999450683594,184.74000549316406,1.212389525476818
2023-04-27,168.41000366210938,184.75,1.2467482030610144
2023-04-28,169.67999267578125,184.8000030517578,1.2558101110288546
2023-05-01,169.58999633789062,183.97000122070312,1.2608067704215606
2023-05-02,168.5399932861328,187.52000427246094,1.229279617643
2023-05-03,167.4499969482422,189.11000061035156,1.211060838095945
2023-05-04,165.7899932861328,190.44000244140625,1.1906810678939037
2023-05-05,173.57000732421875,187.4600067138672,1.2663721945581767
2023-05-08,173.5,187.69000244140625,1.264310229663399
2023-05-09,171.77000427246094,189.02000427246094,1.2428962294725165
2023-05-10,173.55999755859375,188.75,1.2576447660763366
